order_id,products_json,customer_type,budget_tier
synth_ord_0721,"[""prod-36"", ""prod-35""]",fitness_pro,mid-range
synth_ord_0722,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0723,"[""prod-48""]",student_budget,budget
synth_ord_0724,"[""prod-50"", ""prod-45""]",student_budget,budget
synth_ord_0725,"[""prod-25"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0726,"[""prod-31"", ""prod-44""]",fitness_pro,mid-range
synth_ord_0727,"[""prod-15"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0728,"[""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0729,"[""prod-36"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0730,"[""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0731,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0732,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0733,"[""prod-36"", ""prod-35"", ""prod-37""]",mobile_professional,mid-range
synth_ord_0734,"[""prod-26"", ""prod-7""]",audiophile_creator,premium
synth_ord_0735,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0736,"[""prod-1""]",fitness_pro,mid-range
synth_ord_0737,"[""prod-23""]",tech_enthusiast,mid-range
synth_ord_0738,"[""prod-23"", ""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0739,"[""prod-3"", ""prod-8""]",executive_premium,premium
synth_ord_0740,"[""prod-34"", ""prod-3""]",tech_enthusiast,mid-range
synth_ord_0741,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0742,"[""prod-15"", ""prod-26"", ""prod-14"", ""prod-20""]",tech_enthusiast,mid-range
synth_ord_0743,"[""prod-36"", ""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0744,"[""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0745,"[""prod-9"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0746,"[""prod-36"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0747,"[""prod-35""]",executive_premium,premium
synth_ord_0748,"[""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0749,"[""prod-30""]",mobile_professional,mid-range
synth_ord_0750,"[""prod-31"", ""prod-5""]",executive_premium,premium
synth_ord_0751,"[""prod-43"", ""prod-40"", ""prod-42""]",fitness_pro,mid-range
synth_ord_0752,"[""prod-8"", ""prod-7""]",executive_premium,premium
synth_ord_0753,"[""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0754,"[""prod-8""]",mobile_professional,mid-range
synth_ord_0755,"[""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0756,"[""prod-9"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0757,"[""prod-44""]",student_budget,budget
synth_ord_0758,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",fitness_pro,mid-range
synth_ord_0759,"[""prod-32"", ""prod-49""]",executive_premium,premium
synth_ord_0760,"[""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0761,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0762,"[""prod-45""]",fitness_pro,mid-range
synth_ord_0763,"[""prod-16"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0764,"[""prod-1"", ""prod-8""]",mobile_professional,mid-range
synth_ord_0765,"[""prod-32"", ""prod-22""]",fitness_pro,mid-range
synth_ord_0766,"[""prod-2"", ""prod-7""]",fitness_pro,mid-range
synth_ord_0767,"[""prod-36"", ""prod-35""]",fitness_pro,mid-range
synth_ord_0768,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0769,"[""prod-34"", ""prod-22"", ""prod-13""]",tech_enthusiast,mid-range
synth_ord_0770,"[""prod-41""]",tech_enthusiast,mid-range
synth_ord_0771,"[""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0772,"[""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0773,"[""prod-18"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0774,"[""prod-15"", ""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0775,"[""prod-43"", ""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0776,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0777,"[""prod-41""]",tech_enthusiast,mid-range
synth_ord_0778,"[""prod-16"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0779,"[""prod-23"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0780,"[""prod-50""]",mobile_professional,mid-range
synth_ord_0781,"[""prod-15"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0782,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0783,"[""prod-9"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0784,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0785,"[""prod-16"", ""prod-25""]",audiophile_creator,premium
synth_ord_0786,"[""prod-6""]",audiophile_creator,premium
synth_ord_0787,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0788,"[""prod-45""]",tech_enthusiast,mid-range
synth_ord_0789,"[""prod-42"", ""prod-43""]",executive_premium,premium
synth_ord_0790,"[""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0791,"[""prod-36""]",fitness_pro,mid-range
synth_ord_0792,"[""prod-8"", ""prod-7""]",student_budget,budget
synth_ord_0793,"[""prod-46"", ""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0794,"[""prod-50"", ""prod-41""]",mobile_professional,mid-range
synth_ord_0795,"[""prod-36"", ""prod-18"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0796,"[""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0797,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0798,"[""prod-23"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0799,"[""prod-5""]",audiophile_creator,premium
synth_ord_0800,"[""prod-14"", ""prod-10""]",executive_premium,premium
synth_ord_0801,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0802,"[""prod-16"", ""prod-26""]",mobile_professional,mid-range
synth_ord_0803,"[""prod-9"", ""prod-47""]",student_budget,budget
synth_ord_0804,"[""prod-42"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0805,"[""prod-29"", ""prod-22""]",audiophile_creator,premium
synth_ord_0806,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0807,"[""prod-36"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0808,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0809,"[""prod-50""]",student_budget,budget
synth_ord_0810,"[""prod-23"", ""prod-9"", ""prod-27"", ""prod-47""]",executive_premium,premium
synth_ord_0811,"[""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0812,"[""prod-5""]",audiophile_creator,premium
synth_ord_0813,"[""prod-23"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0814,"[""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0815,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0816,"[""prod-43"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0817,"[""prod-46"", ""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0818,"[""prod-23"", ""prod-24""]",audiophile_creator,premium
synth_ord_0819,"[""prod-15"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0820,"[""prod-1"", ""prod-7""]",executive_premium,premium
synth_ord_0821,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0822,"[""prod-13""]",tech_enthusiast,mid-range
synth_ord_0823,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0824,"[""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0825,"[""prod-16"", ""prod-26""]",tech_enthusiast,mid-range
synth_ord_0826,"[""prod-12"", ""prod-7"", ""prod-19""]",executive_premium,premium
synth_ord_0827,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0828,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0829,"[""prod-25""]",audiophile_creator,premium
synth_ord_0830,"[""prod-1"", ""prod-25""]",audiophile_creator,premium
synth_ord_0831,"[""prod-1"", ""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0832,"[""prod-34"", ""prod-30"", ""prod-22"", ""prod-13""]",audiophile_creator,premium
synth_ord_0833,"[""prod-49"", ""prod-11""]",audiophile_creator,premium
synth_ord_0834,"[""prod-29"", ""prod-17""]",executive_premium,premium
synth_ord_0835,"[""prod-1""]",fitness_pro,mid-range
synth_ord_0836,"[""prod-15"", ""prod-16"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0837,"[""prod-2""]",tech_enthusiast,mid-range
synth_ord_0838,"[""prod-46"", ""prod-45""]",audiophile_creator,premium
synth_ord_0839,"[""prod-46"", ""prod-45""]",student_budget,budget
synth_ord_0840,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0841,"[""prod-1"", ""prod-5""]",audiophile_creator,premium
synth_ord_0842,"[""prod-49"", ""prod-48""]",audiophile_creator,premium
synth_ord_0843,"[""prod-28"", ""prod-8""]",mobile_professional,mid-range
synth_ord_0844,"[""prod-9"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0845,"[""prod-15"", ""prod-26""]",mobile_professional,mid-range
synth_ord_0846,"[""prod-36"", ""prod-18"", ""prod-35"", ""prod-37""]",tech_enthusiast,mid-range
synth_ord_0847,"[""prod-16"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0848,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0849,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0850,"[""prod-2"", ""prod-12""]",tech_enthusiast,mid-range
synth_ord_0851,"[""prod-1""]",audiophile_creator,premium
synth_ord_0852,"[""prod-3"", ""prod-1"", ""prod-8"", ""prod-7""]",executive_premium,premium
synth_ord_0853,"[""prod-15"", ""prod-24""]",student_budget,budget
synth_ord_0854,"[""prod-15"", ""prod-14"", ""prod-20""]",tech_enthusiast,mid-range
synth_ord_0855,"[""prod-8"", ""prod-7""]",student_budget,budget
synth_ord_0856,"[""prod-23"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0857,"[""prod-40"", ""prod-41""]",executive_premium,premium
synth_ord_0858,"[""prod-34"", ""prod-11""]",executive_premium,premium
synth_ord_0859,"[""prod-11"", ""prod-47""]",student_budget,budget
synth_ord_0860,"[""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0861,"[""prod-36"", ""prod-37""]",student_budget,budget
synth_ord_0862,"[""prod-15""]",mobile_professional,mid-range
synth_ord_0863,"[""prod-36""]",executive_premium,premium
synth_ord_0864,"[""prod-14"", ""prod-10""]",student_budget,budget
synth_ord_0865,"[""prod-23"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0866,"[""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0867,"[""prod-15"", ""prod-26""]",executive_premium,premium
synth_ord_0868,"[""prod-46"", ""prod-50"", ""prod-45"", ""prod-41""]",audiophile_creator,premium
synth_ord_0869,"[""prod-39"", ""prod-35""]",fitness_pro,mid-range
synth_ord_0870,"[""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0871,"[""prod-1"", ""prod-7""]",mobile_professional,mid-range
synth_ord_0872,"[""prod-35"", ""prod-21""]",executive_premium,premium
synth_ord_0873,"[""prod-1"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0874,"[""prod-40"", ""prod-43"", ""prod-42"", ""prod-41""]",fitness_pro,mid-range
synth_ord_0875,"[""prod-49"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0876,"[""prod-47""]",tech_enthusiast,mid-range
synth_ord_0877,"[""prod-23"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0878,"[""prod-36"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0879,"[""prod-15""]",mobile_professional,mid-range
synth_ord_0880,"[""prod-23"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0881,"[""prod-28"", ""prod-3""]",fitness_pro,mid-range
synth_ord_0882,"[""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0883,"[""prod-23"", ""prod-24"", ""prod-47""]",student_budget,budget
synth_ord_0884,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0885,"[""prod-8"", ""prod-10""]",mobile_professional,mid-range
synth_ord_0886,"[""prod-45""]",executive_premium,premium
synth_ord_0887,"[""prod-27""]",tech_enthusiast,mid-range
synth_ord_0888,"[""prod-46"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0889,"[""prod-15"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0890,"[""prod-46"", ""prod-45"", ""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0891,"[""prod-41""]",student_budget,budget
synth_ord_0892,"[""prod-1"", ""prod-25"", ""prod-6"", ""prod-5""]",audiophile_creator,premium
synth_ord_0893,"[""prod-37""]",tech_enthusiast,mid-range
synth_ord_0894,"[""prod-9"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0895,"[""prod-7"", ""prod-10""]",mobile_professional,mid-range
synth_ord_0896,"[""prod-9"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0897,"[""prod-16"", ""prod-43""]",executive_premium,premium
synth_ord_0898,"[""prod-36"", ""prod-35""]",fitness_pro,mid-range
synth_ord_0899,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0900,"[""prod-9""]",tech_enthusiast,mid-range
synth_ord_0901,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0902,"[""prod-46"", ""prod-41""]",student_budget,budget
synth_ord_0903,"[""prod-15"", ""prod-26"", ""prod-20""]",audiophile_creator,premium
synth_ord_0904,"[""prod-15"", ""prod-16""]",student_budget,budget
synth_ord_0905,"[""prod-22""]",audiophile_creator,premium
synth_ord_0906,"[""prod-41""]",executive_premium,premium
synth_ord_0907,"[""prod-38"", ""prod-18"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0908,"[""prod-15"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0909,"[""prod-43"", ""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0910,"[""prod-9"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0911,"[""prod-23"", ""prod-27""]",executive_premium,premium
synth_ord_0912,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0913,"[""prod-45"", ""prod-41""]",student_budget,budget
synth_ord_0914,"[""prod-25"", ""prod-5""]",audiophile_creator,premium
synth_ord_0915,"[""prod-9"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0916,"[""prod-1"", ""prod-6""]",audiophile_creator,premium
synth_ord_0917,"[""prod-4""]",fitness_pro,mid-range
synth_ord_0918,"[""prod-15"", ""prod-16""]",mobile_professional,mid-range
synth_ord_0919,"[""prod-7""]",executive_premium,premium
synth_ord_0920,"[""prod-15"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0921,"[""prod-42""]",executive_premium,premium
synth_ord_0922,"[""prod-46"", ""prod-27""]",audiophile_creator,premium
synth_ord_0923,"[""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0924,"[""prod-40"", ""prod-43"", ""prod-41""]",executive_premium,premium
synth_ord_0925,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0926,"[""prod-36"", ""prod-35"", ""prod-38""]",fitness_pro,mid-range
synth_ord_0927,"[""prod-14""]",audiophile_creator,premium
synth_ord_0928,"[""prod-16""]",fitness_pro,mid-range
synth_ord_0929,"[""prod-2"", ""prod-12""]",audiophile_creator,premium
synth_ord_0930,"[""prod-23"", ""prod-24""]",executive_premium,premium
synth_ord_0931,"[""prod-16"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0932,"[""prod-20""]",mobile_professional,mid-range
synth_ord_0933,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0934,"[""prod-19""]",tech_enthusiast,mid-range
synth_ord_0935,"[""prod-9"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0936,"[""prod-9""]",tech_enthusiast,mid-range
synth_ord_0937,"[""prod-50"", ""prod-41""]",student_budget,budget
synth_ord_0938,"[""prod-31"", ""prod-28"", ""prod-44""]",mobile_professional,mid-range
synth_ord_0939,"[""prod-30""]",student_budget,budget
synth_ord_0940,"[""prod-34"", ""prod-22""]",audiophile_creator,premium
synth_ord_0941,"[""prod-42""]",executive_premium,premium
synth_ord_0942,"[""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0943,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0944,"[""prod-16"", ""prod-26""]",executive_premium,premium
synth_ord_0945,"[""prod-40"", ""prod-42""]",executive_premium,premium
synth_ord_0946,"[""prod-25"", ""prod-14""]",tech_enthusiast,mid-range
synth_ord_0947,"[""prod-35"", ""prod-38""]",audiophile_creator,premium
synth_ord_0948,"[""prod-9"", ""prod-27"", ""prod-24"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0949,"[""prod-3"", ""prod-8""]",mobile_professional,mid-range
synth_ord_0950,"[""prod-36"", ""prod-18""]",executive_premium,premium
synth_ord_0951,"[""prod-40"", ""prod-42"", ""prod-41""]",tech_enthusiast,mid-range
synth_ord_0952,"[""prod-35"", ""prod-18""]",fitness_pro,mid-range
synth_ord_0953,"[""prod-20""]",audiophile_creator,premium
synth_ord_0954,"[""prod-36"", ""prod-38"", ""prod-18""]",audiophile_creator,premium
synth_ord_0955,"[""prod-46"", ""prod-45"", ""prod-50""]",student_budget,budget
synth_ord_0956,"[""prod-1""]",executive_premium,premium
synth_ord_0957,"[""prod-14""]",mobile_professional,mid-range
synth_ord_0958,"[""prod-1"", ""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0959,"[""prod-43""]",executive_premium,premium
synth_ord_0960,"[""prod-15"", ""prod-16"", ""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0961,"[""prod-29"", ""prod-22""]",audiophile_creator,premium
synth_ord_0962,"[""prod-27"", ""prod-47""]",tech_enthusiast,mid-range
synth_ord_0963,"[""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0964,"[""prod-14""]",mobile_professional,mid-range
synth_ord_0965,"[""prod-1"", ""prod-5""]",audiophile_creator,premium
synth_ord_0966,"[""prod-15"", ""prod-16""]",student_budget,budget
synth_ord_0967,"[""prod-14"", ""prod-7""]",audiophile_creator,premium
synth_ord_0968,"[""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0969,"[""prod-42"", ""prod-40"", ""prod-43""]",executive_premium,premium
synth_ord_0970,"[""prod-43"", ""prod-40"", ""prod-42"", ""prod-41""]",executive_premium,premium
synth_ord_0971,"[""prod-37"", ""prod-48""]",audiophile_creator,premium
synth_ord_0972,"[""prod-16""]",mobile_professional,mid-range
synth_ord_0973,"[""prod-48""]",audiophile_creator,premium
synth_ord_0974,"[""prod-26""]",mobile_professional,mid-range
synth_ord_0975,"[""prod-16"", ""prod-26"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0976,"[""prod-29"", ""prod-48""]",tech_enthusiast,mid-range
synth_ord_0977,"[""prod-15"", ""prod-26"", ""prod-14""]",mobile_professional,mid-range
synth_ord_0978,"[""prod-46""]",student_budget,budget
synth_ord_0979,"[""prod-35"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0980,"[""prod-9"", ""prod-27""]",tech_enthusiast,mid-range
synth_ord_0981,"[""prod-27"", ""prod-24""]",tech_enthusiast,mid-range
synth_ord_0982,"[""prod-18"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0983,"[""prod-36"", ""prod-18""]",student_budget,budget
synth_ord_0984,"[""prod-28"", ""prod-41""]",student_budget,budget
synth_ord_0985,"[""prod-18""]",executive_premium,premium
synth_ord_0986,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0987,"[""prod-25"", ""prod-6""]",audiophile_creator,premium
synth_ord_0988,"[""prod-43""]",executive_premium,premium
synth_ord_0989,"[""prod-46"", ""prod-50""]",student_budget,budget
synth_ord_0990,"[""prod-27""]",tech_enthusiast,mid-range
synth_ord_0991,"[""prod-14""]",audiophile_creator,premium
synth_ord_0992,"[""prod-15"", ""prod-26"", ""prod-14""]",audiophile_creator,premium
synth_ord_0993,"[""prod-26"", ""prod-20""]",audiophile_creator,premium
synth_ord_0994,"[""prod-38"", ""prod-37""]",fitness_pro,mid-range
synth_ord_0995,"[""prod-50""]",audiophile_creator,premium
synth_ord_0996,"[""prod-15"", ""prod-14"", ""prod-20""]",mobile_professional,mid-range
synth_ord_0997,"[""prod-3"", ""prod-8""]",student_budget,budget
synth_ord_0998,"[""prod-43""]",executive_premium,premium
synth_ord_0999,"[""prod-23"", ""prod-9""]",tech_enthusiast,mid-range
synth_ord_1000,"[""prod-45"", ""prod-41""]",student_budget,budget
